"","Country","Subject.Descriptor","Units","Scale","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021"
"5046","Mexico","Gross domestic product, deflator","Index","",51.757,54.884,57.904,60.243,65.04,68.86,73.26,77.501,82.284,85.533,89.42,94.645,98.493,100,104.44,107.401,113.421,121.034,127.021,132.274,136.118,143.679
"5047","Mexico","Gross domestic product per capita, constant prices","National currency","Units",130919.53,128670.73,126859.63,126947.79,130176.44,131420.04,135423.03,136501.42,135985.83,126856.23,131410.72,134312.87,137338.11,137413.65,139582.72,142502.45,144621.4,146098.1,147772.84,146055.26,132646.65,139642.91
"5048","Mexico","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",17862.55,17555.73,17308.62,17320.65,17761.17,17930.84,18477.01,18624.14,18553.79,17308.16,17929.57,18325.54,18738.3,18748.61,19044.55,19442.92,19732.02,19933.5,20162,19927.66,18098.2,19052.76
"5049","Mexico","GDP p.c. Domestic currency","National currency","Units",67759.93,70619.41,73457.15,76477.53,84666.35,90495.93,99210.5,105789.62,111895.25,108503.69,117507.99,127120.57,135268.86,137413.65,145779.8,153048.59,164030.72,176828.94,187702.89,193192.56,180556.49,200637.22
"5050","Mexico","GDP p.c. U.S. Dollars","U.S. dollars","Units",7166.14,7558.98,7607.44,7088.46,7501.91,8303.99,9102.51,9680.43,10053.74,8029.3,9299.46,10232.41,10271.41,10758.98,10967.11,9657.12,8788.59,9342.92,9753.67,10028.87,8403.6,9967.39
"5051","Mexico","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",12835.67,12899.4,12916.06,13180.13,13878.14,14450.1,15349.7,15890.05,16133.6,15146.91,15879.32,16567.23,17212.61,17428.64,18119.83,18382.24,19422.13,19933.5,20643.64,20768.71,19089.34,20820.36
"5053","Mexico","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",2.52,2.451,2.382,2.322,2.292,2.239,2.221,2.156,2.119,2.015,2.011,2.005,2.006,1.962,1.991,2.003,2.062,2.031,2.006,1.949,1.848,1.857
"5054","Mexico","Implied PPP conversion rate","National currency per current international dollar","",5.279,5.475,5.687,5.802,6.101,6.263,6.463,6.658,6.936,7.163,7.4,7.673,7.859,7.884,8.045,8.326,8.446,8.871,9.093,9.302,9.459,9.637
"5055","Mexico","Total investment","Percent of GDP","",22.958,20.835,20.706,21.096,22.118,21.644,22.823,23.119,24.107,22.889,22.793,23.281,23.887,22.493,21.872,23.313,23.621,22.905,22.711,21.166,19.307,20.694
"5056","Mexico","Gross national savings","Percent of GDP","",20.309,18.524,18.979,20.332,21.403,20.767,22.459,22.179,22.593,22.027,22.336,22.274,22.335,20.02,19.938,20.661,21.359,21.143,20.658,20.856,21.739,20.723
"5057","Mexico","Inflation, average consumer prices","Index","",46.468,49.426,51.916,54.278,56.826,59.094,61.241,63.672,66.938,70.482,73.411,75.91,79.031,82.038,85.335,87.655,90.127,95.573,100.254,103.899,107.43,113.202
"5058","Mexico","Inflation, average consumer prices","Percent change","",9.486,6.367,5.037,4.551,4.694,3.99,3.633,3.969,5.129,5.296,4.155,3.404,4.112,3.804,4.019,2.719,2.82,6.042,4.898,3.636,3.399,5.373
"5059","Mexico","Inflation, end of period consumer prices","Index","",48.308,50.435,53.31,55.43,58.307,60.25,62.692,65.049,69.296,71.772,74.931,77.792,80.568,83.77,87.189,89.047,92.039,98.273,103.02,105.934,109.271,115.772
"5060","Mexico","Inflation, end of period consumer prices","Percent change","",8.959,4.403,5.7,3.977,5.191,3.333,4.053,3.759,6.528,3.574,4.402,3.819,3.568,3.974,4.081,2.131,3.36,6.773,4.831,2.829,3.15,5.949
"5062","Mexico","Volume of imports of goods and services","Percent change","",20.297,-0.841,1.208,2.511,6.483,5.379,8.686,4.826,3.281,-15.949,17.055,5.618,5.417,2.118,5.921,5.922,2.853,6.36,6.43,-0.726,-14.557,17.303
"5063","Mexico","Volume of Imports of goods","Percent change","",20.679,-0.592,1.14,2.582,6.733,5.125,8.632,4.889,4.124,-16.691,18.375,5.205,5.642,2.097,6.23,6.21,2.941,6.149,6.325,-0.748,-13.384,17.649
"5064","Mexico","Volume of exports of goods and services","Percent change","",11.567,-0.521,0.396,1.907,9.87,6.315,7.811,1.974,-1.017,-10.855,22.362,7.713,6.525,1.371,6.982,8.414,3.582,4.162,6.004,1.48,-7.299,7.769
"5065","Mexico","Volume of exports of goods","Percent change","",11.996,0.44,0.551,2,10.266,6.25,8.75,1.685,-1.039,-11.438,24.345,8.295,6.585,1.246,6.53,7.568,2.545,3.835,6.331,1.213,-4.73,8.708
"5066","Mexico","Unemployment","Percent of total labor force","",2.2,2.768,2.978,3.4,3.919,3.478,3.528,3.61,3.887,5.329,5.272,5.172,4.891,4.903,4.823,4.351,3.883,3.423,3.334,3.498,4.419,4.1
"5068","Mexico","Population","Persons","Millions",98.785,100.105,101.494,102.89,104.272,105.669,107.155,108.745,110.405,112.095,113.749,115.367,116.936,118.454,119.936,121.348,122.715,124.042,125.328,126.578,127.792,128.972
"5069","Mexico","General government revenue","National currency","Billions",1171.86,1262.36,1376.6,1590.88,1767.64,1972.13,2263.02,2537.37,3338.04,2878.9,3167.74,3575.55,3873.39,3917.98,4095.14,4364.62,4949.13,5405.11,5519.81,5777.27,5658.64,6220.95
"5070","Mexico","General government revenue","Percent of GDP","",17.507,17.857,18.464,20.218,20.022,20.623,21.287,22.056,27.02,23.67,23.699,24.381,24.488,24.07,23.422,23.501,24.587,24.642,23.464,23.625,24.524,24.041
"5071","Mexico","General government total expenditure","National currency","Billions",1360.28,1453.7,1547.35,1776.23,1892.15,2115.51,2399.34,2713.05,3426.11,3380.62,3699.06,4064.77,4462.81,4521.38,4887.99,5106.62,5505.76,5638.15,6036.85,6346.53,6691.98,7320.55
"5072","Mexico","General government total expenditure","Percent of GDP","",20.322,20.563,20.755,22.573,21.433,22.123,22.569,23.583,27.733,27.795,27.674,27.716,28.214,27.777,27.956,27.496,27.352,25.705,25.662,25.953,29.003,28.29
"5073","Mexico","General government net lending/borrowing","National currency","Billions",-188.412,-191.345,-170.748,-185.348,-124.507,-143.381,-136.32,-175.681,-88.077,-501.719,-531.321,-489.22,-589.422,-603.404,-792.85,-741.992,-556.628,-233.035,-517.039,-569.257,-1033.35,-1099.6
"5074","Mexico","General government net lending/borrowing","Percent of GDP","",-2.815,-2.707,-2.29,-2.355,-1.41,-1.499,-1.282,-1.527,-0.713,-4.125,-3.975,-3.336,-3.726,-3.707,-4.535,-3.995,-2.765,-1.062,-2.198,-2.328,-4.478,-4.249
"5075","Mexico","General government structural balance","National currency","Billions",-165.385,-7.223,96.106,78.449,50.514,-47.128,-99.776,-159.206,-154.819,-362.382,-508.506,-581.564,-706.169,-676.113,-813.219,-811.385,-773.876,-494.794,-544.938,-513.196,-678.106,-898.244
"5076","Mexico","General government structural balance","Percent of potential GDP","",-2.541,-0.103,1.269,0.977,0.57,-0.491,-0.957,-1.419,-1.281,-2.849,-3.755,-3.966,-4.505,-4.139,-4.638,-4.383,-3.861,-2.266,-2.335,-2.078,-2.774,-3.338
"5077","Mexico","General government primary net lending/borrowing","National currency","Billions",22.927,83.876,63.144,50.513,126.302,126.879,151.528,123.068,254.695,-126.325,-162.403,-104.578,-145.191,-154.546,-305.455,-224.291,70.875,573.728,371.395,343.372,-120.358,-147.273
"5078","Mexico","General government primary net lending/borrowing","Percent of GDP","",0.343,1.186,0.847,0.642,1.431,1.327,1.425,1.07,2.062,-1.039,-1.215,-0.713,-0.918,-0.949,-1.747,-1.208,0.352,2.616,1.579,1.404,-0.522,-0.569
"5079","Mexico","General government net debt","National currency","Billions",2281.57,2401.43,2733.88,2774.76,2902.04,2974.21,3135.43,3314.46,4063.36,4382.26,4813.21,5450.59,5890.85,6504.31,7446.06,8633.22,9797.44,10031.83,10551.61,10878.44,12084.19,13227.21
"5080","Mexico","General government net debt","Percent of GDP","",34.085,33.969,36.67,35.263,32.872,31.102,29.493,28.811,32.891,36.03,36.01,37.166,37.242,39.96,42.587,46.485,48.673,45.736,44.854,44.486,52.372,51.116
"5081","Mexico","General government gross debt","National currency","Billions",2698.24,2775.16,3120.62,3479.97,3598.17,3683.9,3978.39,4280.09,5249.29,5312.14,5608.94,6285.52,6746.29,7471.03,8541.53,9801.39,11418.02,11836.28,12620.62,13038.75,14081.64,15467.3
"5082","Mexico","General government gross debt","Percent of GDP","",40.31,39.256,41.857,44.225,40.757,38.524,37.423,37.205,42.491,43.675,41.963,42.859,42.65,45.899,48.853,52.775,56.724,53.963,53.649,53.32,61.029,59.773
"5083","Mexico","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",6693.68,7069.38,7455.46,7868.81,8828.37,9562.65,10630.94,11504.08,12353.85,12162.76,13366.38,14665.58,15817.76,16277.19,17484.31,18572.11,20129.06,21934.17,23524.39,24453.87,23073.73,25876.67
"5084","Mexico","Current account balance","U.S. dollars","Billions",-18.752,-17.491,-13.332,-5.574,-5.591,-7.697,-3.552,-9.898,-16.809,-7.757,-4.83,-11.892,-18.64,-31.52,-25.437,-31.08,-24.398,-20.418,-25.101,-3.945,26.123,0.449
"5085","Mexico","Current account balance","Percent of GDP","",-2.649,-2.311,-1.727,-0.764,-0.715,-0.877,-0.364,-0.94,-1.514,-0.862,-0.457,-1.007,-1.552,-2.473,-1.934,-2.652,-2.262,-1.762,-2.053,-0.311,2.432,0.035
"5086","Micronesia","Gross domestic product, constant prices","National currency","Billions",0.238,0.243,0.244,0.248,0.24,0.245,0.245,0.24,0.235,0.237,0.243,0.25,0.246,0.237,0.231,0.242,0.244,0.251,0.251,0.254,0.249,0.241
"5087","Micronesia","Gross domestic product, constant prices","Percent change","",4.86,2.089,0.613,1.606,-3.137,2.058,-0.115,-1.939,-2.194,1.031,2.259,3.189,-1.867,-3.68,-2.306,4.622,0.9,2.682,0.212,1.2,-1.818,-3.247
"5088","Micronesia","GDP Domestic Currency","National currency","Billions",0.233,0.241,0.242,0.245,0.24,0.25,0.253,0.257,0.263,0.28,0.297,0.311,0.327,0.317,0.319,0.316,0.332,0.367,0.402,0.413,0.407,0.404
"5089","Micronesia","GDP U.S. Dollars","U.S. dollars","Billions",0.233,0.241,0.242,0.245,0.24,0.25,0.253,0.257,0.263,0.28,0.297,0.311,0.327,0.317,0.319,0.316,0.332,0.367,0.402,0.413,0.407,0.404
"5090","Micronesia","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",0.235,0.246,0.251,0.26,0.259,0.272,0.28,0.282,0.281,0.286,0.296,0.312,0.312,0.306,0.304,0.321,0.327,0.343,0.352,0.362,0.36,0.361
"5091","Micronesia","Gross domestic product, deflator","Index","",98.17,99.328,99.353,98.959,100,102.088,103.539,106.938,112.045,118.154,122.412,124.365,133.223,134.071,138.125,130.873,136.171,146.344,160.081,162.493,163.273,167.437
"5092","Micronesia","Gross domestic product per capita, constant prices","National currency","Units",2220.05,2272.59,2292.77,2335.96,2268.9,2321.95,2331.27,2297.94,2259.25,2294.51,2358.73,2429.7,2380.2,2288.61,2231.95,2331.05,2347.94,2406.73,2407.63,2432.28,2383.9,2302.49
"5093","Micronesia","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",3035.78,3107.64,3135.23,3194.29,3102.59,3175.14,3187.88,3142.3,3089.39,3137.61,3225.42,3322.48,3254.78,3129.55,3052.07,3187.58,3210.68,3291.06,3292.29,3326,3259.84,3148.52
"5094","Micronesia","GDP p.c. Domestic currency","National currency","Units",2179.42,2257.32,2277.95,2311.65,2268.9,2370.44,2413.78,2457.38,2531.36,2711.06,2887.35,3021.69,3170.96,3068.37,3082.9,3050.72,3197.21,3522.11,3854.14,3952.28,3892.27,3855.22
"5095","Micronesia","GDP p.c. U.S. Dollars","U.S. dollars","Units",2179.42,2257.32,2277.95,2311.65,2268.9,2370.44,2413.78,2457.38,2531.36,2711.06,2887.35,3021.69,3170.96,3068.37,3082.9,3050.72,3197.21,3522.11,3854.14,3952.28,3892.27,3855.22
"5096","Micronesia","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",2198.36,2301.1,2357.71,2449.54,2443.08,2578.62,2668.85,2701.78,2707.23,2767.1,2878.74,3026.98,3020.77,2955.4,2936.13,3097.17,3150.87,3291.06,3370.94,3466.37,3438.37,3440.62
"5098","Micronesia","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5099","Micronesia","Implied PPP conversion rate","National currency per current international dollar","",0.991,0.981,0.966,0.944,0.929,0.919,0.904,0.91,0.935,0.98,1.003,0.998,1.05,1.038,1.05,0.985,1.015,1.07,1.143,1.14,1.132,1.121
"5102","Micronesia","Inflation, average consumer prices","Index","",82.045,83.126,82.993,82.79,84.235,87.678,91.532,94.863,101.098,109.341,113.297,117.66,125.075,127.749,128.674,128.717,127.537,127.662,129.509,131.461,132.092,135.461
"5103","Micronesia","Inflation, average consumer prices","Percent change","",1.839,1.317,-0.159,-0.245,1.745,4.087,4.396,3.639,6.572,8.154,3.618,3.851,6.302,2.138,0.724,0.034,-0.916,0.098,1.447,1.507,0.48,2.55
"5104","Micronesia","Inflation, end of period consumer prices","Index","",83.532,83.028,82.704,83.599,86.273,89.645,94.006,97.305,107.906,112.065,115.032,123.732,126.828,128.048,128.901,128.044,127.096,128.393,131.488,133.469,134.11,137.531
"5105","Micronesia","Inflation, end of period consumer prices","Percent change","",2.675,-0.603,-0.39,1.082,3.199,3.908,4.865,3.509,10.894,3.854,2.648,7.563,2.502,0.962,0.666,-0.665,-0.741,1.021,2.41,1.507,0.48,2.55
"5113","Micronesia","Population","Persons","Millions",0.107,0.107,0.106,0.106,0.106,0.106,0.105,0.104,0.104,0.103,0.103,0.103,0.103,0.103,0.104,0.104,0.104,0.104,0.104,0.104,0.105,0.105
"5114","Micronesia","General government revenue","National currency","Billions",0.149,0.141,0.16,0.17,0.133,0.135,0.139,0.143,0.152,0.183,0.201,0.201,0.216,0.198,0.209,0.209,0.229,0.287,0.32,0.321,0.282,0.294
"5115","Micronesia","General government revenue","Percent of GDP","",63.818,58.554,66.112,69.458,55.48,53.896,54.864,55.768,57.789,65.426,67.671,64.708,66.021,62.414,65.365,66.037,68.935,78.191,79.71,77.662,69.349,72.849
"5116","Micronesia","General government total expenditure","National currency","Billions",0.157,0.154,0.143,0.164,0.142,0.149,0.153,0.152,0.156,0.178,0.2,0.203,0.213,0.189,0.173,0.176,0.205,0.234,0.223,0.249,0.28,0.289
"5117","Micronesia","General government total expenditure","Percent of GDP","",67.297,64.001,58.977,66.866,59.232,59.457,60.225,59.264,59.33,63.568,67.214,65.283,65.136,59.551,54.24,55.692,61.68,63.95,55.485,60.286,68.754,71.56
"5118","Micronesia","General government net lending/borrowing","National currency","Billions",-0.008,-0.013,0.017,0.006,-0.009,-0.014,-0.014,-0.009,-0.004,0.005,0.001,-0.002,0.003,0.009,0.036,0.033,0.024,0.052,0.097,0.072,0.002,0.005
"5119","Micronesia","General government net lending/borrowing","Percent of GDP","",-3.479,-5.447,7.135,2.592,-3.753,-5.561,-5.361,-3.497,-1.541,1.858,0.457,-0.575,0.885,2.863,11.125,10.345,7.256,14.241,24.225,17.377,0.595,1.289
"5122","Micronesia","General government primary net lending/borrowing","National currency","Billions",-0.006,-0.013,0.018,0.007,-0.009,-0.013,-0.013,-0.009,-0.003,0.006,0.002,-0.001,0.004,0.01,0.037,0.034,0.025,0.053,0.098,0.074,0.004,0.007
"5123","Micronesia","General government primary net lending/borrowing","Percent of GDP","",-2.685,-5.19,7.363,2.795,-3.55,-5.383,-5.188,-3.316,-1.309,2.146,0.733,-0.257,1.197,3.255,11.493,10.706,7.561,14.49,24.45,17.819,1.072,1.768
"5126","Micronesia","General government gross debt","National currency","Billions",0.063,0.057,0.058,0.06,0.061,0.062,0.063,0.066,0.076,0.086,0.086,0.088,0.088,0.088,0.09,0.081,0.08,0.08,0.076,0.077,0.065,0.061
"5127","Micronesia","General government gross debt","Percent of GDP","",26.984,23.601,23.956,24.574,25.338,24.691,25.011,25.657,28.944,30.748,28.84,28.33,27.009,27.638,28.101,25.629,24.191,21.923,18.834,18.721,16.06,15.099
"5128","Micronesia","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",0.233,0.241,0.242,0.245,0.24,0.25,0.253,0.257,0.263,0.28,0.297,0.311,0.327,0.317,0.319,0.316,0.332,0.367,0.402,0.413,0.407,0.404
"5129","Micronesia","Current account balance","U.S. dollars","Billions",-0.034,-0.042,-0.024,-0.015,-0.044,-0.025,-0.039,-0.027,-0.05,-0.059,-0.052,-0.06,-0.044,-0.032,0.02,0.014,0.024,0.038,0.085,0.07,0.012,0.005
"5130","Micronesia","Current account balance","Percent of GDP","",-14.596,-17.408,-9.99,-5.951,-18.41,-10.064,-15.423,-10.675,-18.949,-21.145,-17.542,-19.264,-13.561,-9.941,6.11,4.457,7.155,10.279,21.04,17.001,2.972,1.17
"5131","Moldova","Gross domestic product, constant prices","National currency","Billions",5.713,6.061,6.534,6.965,7.481,8.042,8.428,8.681,9.358,8.796,9.421,9.969,9.91,10.807,11.347,11.308,11.807,12.362,12.893,13.371,12.439,12.998
"5132","Moldova","Gross domestic product, constant prices","Percent change","",2.1,6.1,7.8,6.6,7.4,7.5,4.8,3,7.8,-6,7.1,5.818,-0.59,9.044,5,-0.338,4.409,4.7,4.3,3.7,-6.969,4.5
"5133","Moldova","GDP Domestic Currency","National currency","Billions",16.345,19.052,22.556,27.619,32.032,37.652,44.754,53.43,62.922,60.43,86.275,98.773,105.48,119.533,133.482,145.754,160.815,178.881,192.509,210.378,206.352,223.185
"5134","Moldova","GDP U.S. Dollars","U.S. dollars","Billions",1.315,1.481,1.662,1.981,2.598,2.988,3.408,4.401,6.055,5.438,6.977,8.417,8.708,9.496,9.51,7.726,8.072,9.67,11.457,11.972,11.912,12.396
"5135","Moldova","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",9.006,9.771,10.697,11.628,12.824,14.218,15.36,16.248,17.851,16.888,18.304,19.772,21.055,23.961,25.218,26.233,29.732,32.101,34.281,36.186,34.07,36.886
"5136","Moldova","Gross domestic product, deflator","Index","",286.103,314.312,345.201,396.517,428.185,468.197,531.027,615.496,672.395,686.987,915.787,990.797,1064.36,1106.12,1176.38,1288.9,1362.03,1447.03,1493.07,1573.45,1658.95,1717.01
"5137","Moldova","Gross domestic product per capita, constant prices","National currency","Units",1947.29,2070.23,2237.57,2392.44,2574.47,2775.65,2916.06,3010.6,3250.15,3058.42,3278.57,3470.19,3449.77,3763.73,3954.65,3975.29,4180.37,4446.81,4722.25,4985.78,4722.43,5024.43
"5138","Moldova","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",5056.69,5375.94,5810.48,6212.65,6685.36,7207.78,7572.37,7817.89,8439.95,7942.05,8513.74,9011.33,8958.3,9773.59,10269.38,10322.98,10855.52,11547.4,12262.68,12946.99,12263.13,13047.35
"5139","Moldova","GDP p.c. Domestic currency","National currency","Units",5571.25,6506.98,7724.1,9486.42,11023.52,12995.53,15485.03,18530.16,21853.86,21010.91,30024.7,34382.52,36717.79,41631.34,46521.83,51237.4,56937.86,64346.76,70506.55,78448.52,78342.58,86269.91
"5140","Moldova","GDP p.c. U.S. Dollars","U.S. dollars","Units",448.062,505.784,569.109,680.272,894.061,1031.42,1179.32,1526.38,2102.94,1890.65,2428.11,2930.06,3031.13,3307.35,3314.55,2715.78,2857.88,3478.52,4196.16,4464.12,4522.6,4791.63
"5141","Moldova","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",3069.76,3337.1,3663.05,3993.89,4413.14,4907.21,5314.51,5635.11,6200.14,5871.77,6370.09,6882.49,7329.15,8345.09,8789.29,9221.85,10527.01,11547.4,12555.61,13493.42,12934.71,14257.81
"5143","Moldova","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.018,0.019,0.019,0.02,0.02,0.021,0.021,0.02,0.021,0.02,0.02,0.021,0.021,0.023,0.023,0.024,0.026,0.026,0.027,0.027,0.026,0.026
"5144","Moldova","Implied PPP conversion rate","National currency per current international dollar","",1.815,1.95,2.109,2.375,2.498,2.648,2.914,3.288,3.525,3.578,4.713,4.996,5.01,4.989,5.293,5.556,5.409,5.572,5.616,5.814,6.057,6.051
"5145","Moldova","Total investment","Percent of GDP","",25.46,23.282,21.66,23.178,26.359,30.826,32.748,38.106,39.228,23.142,23.601,24.049,24.199,24.938,26.219,23.595,21.982,22.778,25.615,25.35,24.198,24.325
"5146","Moldova","Gross national savings","Percent of GDP","",17.99,21.474,20.469,16.607,24.584,23.269,21.411,22.858,23.116,14.219,16.7,13.927,16.807,19.775,20.243,17.604,18.485,17.043,15.264,16.002,17.518,15.874
"5147","Moldova","Inflation, average consumer prices","Index","",13502.97,14804.83,15577.43,17394.83,19556.24,21873.9,24653.46,27705.98,31225.83,31227.59,33525.17,36089.71,37734.79,39458.96,41454.86,45446.03,48335.52,51480.35,53328.61,55618.79,58045.4,59768.76
"5148","Moldova","Inflation, average consumer prices","Percent change","",31.206,9.641,5.219,11.667,12.426,11.851,12.707,12.382,12.704,0.006,7.358,7.65,4.558,4.569,5.058,9.628,6.358,6.506,3.59,4.294,4.363,2.969
"5149","Moldova","Inflation, end of period consumer prices","Index","",6456.53,6869.75,7174.83,8301.05,9335.68,10272.72,11719.24,13255.69,14228.51,14291.26,15446.07,16647.55,17305.88,18201.87,19053.63,21631.18,22124.1,23746.77,23960.49,25661.68,25900.34,27171.99
"5150","Moldova","Inflation, end of period consumer prices","Percent change","",18.5,6.4,4.441,15.697,12.464,10.037,14.081,13.111,7.339,0.441,8.081,7.779,3.954,5.177,4.68,13.528,2.279,7.334,0.9,7.1,0.93,4.91
"5152","Moldova","Volume of imports of goods and services","Percent change","",26.1,15,16,27,14,21,8,25,14,-25,14,22,1,6,1,-5,7.6,14.5,8.9,4.8,-0.216,1.907
"5153","Moldova","Volume of Imports of goods","Percent change","",26.1,15,16,27,14,21,8,25,14,-25,14,22,1,6,1,-5,7.6,14.5,8.9,4.8,-0.216,1.907
"5154","Moldova","Volume of exports of goods and services","Percent change","",5.414,25,15,18,17,8,-7,17,5,-7,17,34,1,13,2,1,7.7,12.5,6.2,6.7,-20.537,11.006
"5155","Moldova","Volume of exports of goods","Percent change","",5.414,25,15,18,17,8,-7,17,5,-7,17,34,1,13,2,1,7.7,12.5,6.2,6.7,-20.537,11.006
"5156","Moldova","Unemployment","Percent of total labor force","",8.5,7.3,6.8,7.9,8.1,7.3,7.4,5.1,4,6.4,7.4,6.7,5.6,5.1,3.9,5.025,4.225,4.125,3.05,5.125,8,5.5
"5158","Moldova","Population","Persons","Millions",2.934,2.928,2.92,2.911,2.906,2.897,2.89,2.883,2.879,2.876,2.873,2.873,2.873,2.871,2.869,2.845,2.824,2.78,2.73,2.682,2.634,2.587
"5159","Moldova","General government revenue","National currency","Billions",4.982,5.556,6.668,9.383,11.34,14.519,17.847,22.9,25.564,23.518,27.537,30.138,33.476,36.908,42.456,43.67,45.947,53.379,57.996,62.949,62.655,69.157
"5160","Moldova","General government revenue","Percent of GDP","",30.479,29.163,29.56,33.974,35.401,38.56,39.878,42.86,40.628,38.917,31.918,30.513,31.737,30.877,31.807,29.962,28.571,29.841,30.126,29.922,30.363,30.987
"5161","Moldova","General government total expenditure","National currency","Billions",5.561,5.622,6.934,9.253,11.15,13.976,18.035,22.821,26.111,27.375,29.417,32.163,35.513,38.779,44.572,46.502,48.434,54.524,59.609,65.972,73.275,78.823
"5162","Moldova","General government total expenditure","Percent of GDP","",34.025,29.508,30.739,33.504,34.808,37.119,40.297,42.712,41.498,45.3,34.096,32.562,33.668,32.442,33.392,31.904,30.118,30.481,30.964,31.359,35.51,35.317
"5163","Moldova","General government net lending/borrowing","National currency","Billions",-0.58,-0.066,-0.266,0.13,0.19,0.542,-0.187,0.079,-0.548,-3.857,-1.879,-2.024,-2.037,-1.871,-2.116,-2.832,-2.487,-1.145,-1.613,-3.023,-10.62,-9.666
"5164","Moldova","General government net lending/borrowing","Percent of GDP","",-3.546,-0.345,-1.179,0.47,0.593,1.441,-0.419,0.148,-0.871,-6.383,-2.178,-2.05,-1.931,-1.565,-1.585,-1.943,-1.547,-0.64,-0.838,-1.437,-5.146,-4.331
"5167","Moldova","General government primary net lending/borrowing","National currency","Billions",0.441,0.732,0.22,0.71,0.802,1.013,0.267,0.714,0.185,-3.014,-1.322,-1.351,-1.342,-1.344,-1.492,-1.733,-0.675,0.815,-0.087,-1.382,-8.913,-7.476
"5168","Moldova","General government primary net lending/borrowing","Percent of GDP","",2.699,3.84,0.977,2.57,2.503,2.69,0.597,1.336,0.294,-4.988,-1.532,-1.368,-1.272,-1.124,-1.118,-1.189,-0.42,0.455,-0.045,-0.657,-4.319,-3.349
"5171","Moldova","General government gross debt","National currency","Billions",14.564,16.266,18.122,18.797,15.803,15.219,15.657,15.108,13.966,19.706,21.978,23.904,32.93,35.602,46.667,61.772,63.091,61.357,60.121,59.525,71.772,85.124
"5172","Moldova","General government gross debt","Percent of GDP","",89.104,85.38,80.342,68.059,49.335,40.421,34.984,28.276,22.195,32.61,25.475,24.201,31.219,29.784,34.961,42.381,39.232,34.3,31.23,28.294,34.781,38.14
"5173","Moldova","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",16.345,19.052,22.556,27.619,32.032,37.652,44.754,53.43,62.922,60.43,86.275,98.773,105.48,119.533,133.482,145.754,160.815,178.881,192.509,210.378,206.352,223.185
"5174","Moldova","Current account balance","U.S. dollars","Billions",-0.098,-0.027,-0.02,-0.13,-0.046,-0.226,-0.386,-0.671,-0.976,-0.485,-0.481,-0.852,-0.644,-0.49,-0.568,-0.463,-0.282,-0.555,-1.186,-1.119,-0.796,-1.048
"5175","Moldova","Current account balance","Percent of GDP","",-7.47,-1.808,-1.191,-6.57,-1.776,-7.556,-11.337,-15.248,-16.112,-8.923,-6.901,-10.121,-7.391,-5.163,-5.976,-5.991,-3.497,-5.734,-10.35,-9.348,-6.681,-8.451
"5176","Mongolia","Gross domestic product, constant prices","National currency","Billions",5311.12,5557.48,5850.19,6280.61,6872.56,7319.78,7917.28,8610.58,9283.84,9091.71,9756.59,11443.58,12853.41,14350.69,15482.27,15850.73,16035.93,16891.77,18115.85,19050.46,18034.02,18971.78
"5177","Mongolia","Gross domestic product, constant prices","Percent change","",1.146,4.639,5.267,7.357,9.425,6.507,8.163,8.757,7.819,-2.069,7.313,17.291,12.32,11.649,7.885,2.38,1.168,5.337,7.247,5.159,-5.336,5.2
"5178","Mongolia","GDP Domestic Currency","National currency","Billions",1430.75,1629.53,1814.23,2137.23,2749.15,3041.41,4027.56,4956.65,6555.57,6590.64,9756.59,13173.76,16688.42,19174.24,22227.05,23150.39,23942.87,27876.3,32411.22,37280.84,36958.55,41592.17
"5179","Mongolia","GDP U.S. Dollars","U.S. dollars","Billions",1.329,1.485,1.634,1.864,2.319,2.523,3.414,4.235,5.623,4.584,7.185,10.41,12.278,12.582,12.227,11.75,11.159,11.426,13.138,13.997,13.137,14.28
"5180","Mongolia","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",9.109,9.746,10.419,11.407,12.817,14.079,15.698,17.534,19.267,18.99,20.623,24.692,28.89,30.402,32.507,32.285,32.833,35.222,38.677,41.4,39.664,43.23
"5181","Mongolia","Gross domestic product, deflator","Index","",26.939,29.321,31.012,34.029,40.002,41.551,50.87,57.565,70.613,72.491,100,115.119,129.837,133.612,143.565,146.053,149.308,165.029,178.911,195.695,204.938,219.232
